timestamp,ticker,price,change,change_percent,source
2026-08-29T03:05:29+08:00,NVDA,227.98,18.32,8.74%,https://www.nasdaq.com/market-activity/stocks/nvda
2026-08-29T04:06:25+08:00,QCOM,164.78,1.06,0.65%,https://www.cnbc.com/quotes/QCOM
2026-08-29T04:06:25+08:00,NVDA,227.98,18.32,8.74%,https://www.nasdaq.com/market-activity/stocks/nvda
2026-08-31T22:07:57+08:00,QCOM,164.19,-0.59,-0.36%,https://www.nasdaq.com/market-activity/stocks/qcom
2026-08-31T22:07:57+08:00,NVDA,217.55,-10.43,-4.57%,https://www.nasdaq.com/market-activity/stocks/nvda
2026-08-31T23:05:58+08:00,QCOM,164.19,-0.59,-0.36%,https://www.nasdaq.com/market-activity/stocks/qcom
2026-08-31T23:05:58+08:00,NVDA,217.55,-10.43,-4.57%,https://www.nasdaq.com/market-activity/stocks/nvda
2026-09-01T00:08:23+08:00,QCOM,164.52,1.55,0.95%,https://www.cnbc.com/quotes/QCOM
2026-09-01T00:08:23+08:00,NVDA,217.88,-10.22,-4.48%,https://www.cnbc.com/quotes/NVDA
2026-09-01T01:07:02+08:00,QCOM,164.10,-0.71,-0.43%,https://www.cnbc.com/quotes/QCOM
2026-09-01T01:07:02+08:00,NVDA,218.56,-10.47,-4.57%,https://www.cnbc.com/quotes/NVDA
2026-09-01T02:06:34+08:00,QCOM,164.19,-0.59,-0.36%,https://www.cnbc.com/quotes/QCOM
2026-09-01T02:06:34+08:00,NVDA,217.55,-10.43,-4.57%,https://www.cnbc.com/quotes/NVDA
2026-09-01T03:04:06+08:00,QCOM,164.19,-0.59,-0.36%,https://www.cnbc.com/quotes/QCOM
2026-09-01T03:04:06+08:00,NVDA,217.55,-10.43,-4.57%,https://www.cnbc.com/quotes/NVDA
2026-09-01T04:07:06+08:00,QCOM,164.19,-0.59,-0.36%,https://www.cnbc.com/quotes/QCOM
2026-09-01T04:07:06+08:00,NVDA,217.55,-10.43,-4.57%,https://www.cnbc.com/quotes/NVDA
2026-09-01T22:06:01+08:00,QCOM,164.19,-0.59,-0.36%,https://www.cnbc.com/quotes/QCOM
2026-09-01T22:06:01+08:00,NVDA,217.33,-3.45,-1.56%,https://finance.yahoo.com/quote/NVDA/
2026-09-01T23:06:04+08:00,QCOM,168.46,4.27,2.60%,https://finance.yahoo.com/quote/QCOM/
2026-09-01T23:06:04+08:00,NVDA,218.33,-2.46,-1.11%,https://www.cnbc.com/quotes/NVDA
2026-09-02T00:08:37+08:00,QCOM,165.25,0.10,0.06%,https://finance.yahoo.com/quote/QCOM/history/
2026-09-02T00:08:37+08:00,NVDA,217.55,-10.43,-4.58%,https://finance.yahoo.com/quote/NVDA/history/
2026-09-02T01:03:55+08:00,QCOM,164.52,1.55,0.95%,https://www.google.com/finance/quote/QCOM:NASDAQ
2026-09-02T01:03:55+08:00,NVDA,218.33,-2.46,-1.11%,https://www.cnbc.com/quotes/NVDA
2026-09-02T02:05:25+08:00,QCOM,166.29,-4.16,-2.44%,https://finance.yahoo.com/quote/QCOM/
2026-09-02T02:05:25+08:00,NVDA,220.78,0.00,0.00%,https://finance.yahoo.com/quote/NVDA/
2026-09-02T03:05:07+08:00,QCOM,166.28,-4.16,-2.44%,https://finance.yahoo.com/quote/QCOM/
2026-09-02T03:05:07+08:00,NVDA,218.88,-4.02,-1.82%,https://finance.yahoo.com/quote/NVDA/
